Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
Lékař a technika Vol.31;;;Journal;Katedra;660710;210287;KAT-JRNL-0286;BC000206169-000010;;;2000;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;31;;444,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.36;;;Journal;Katedra;660707;210285;KAT-JRNL-0287;BC000206079-000010;;;2000;ÚTIA, Praha;CZ;0023-5956;1-6;36;;660,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.36;;;Journal;Katedra;;;KAT-JRNL-0288;;;1. vydání;2000;ÚTIA, Praha;ČR;0023-5954;1,2;36;;;;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.23;;;Journal;Katedra;;;KAT-JRNL-0289;;;;2000;Academic Press;Great Britain;1084-8045;1,2,3,4;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.51;;;Journal;Katedra;;;KAT-JRNL-0290;;;;2000;FEI STU Bratislava;Slovensko;1335-3632;1-2,3-4,5-6,7-8,9-10,11-12;51;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Applied Systems Studies (JASS) Vol.1;;;Journal;Katedra;661243;220776;KAT-JRNL-0291;BC000206540-000010;;;2000;Cambridge Inter. Science Publishing;Great Britain;1446-7738;1,2,3;;;14506,10 Kč;;cena za celý rok 2000;;VOLNÁ;;;;;;;;;;
IEEE-Systems, Man and Cybernetics: Part B (Cybernetics) Vol.30;;;Journal;Katedra;;;KAT-JRNL-0292;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;30;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part C (Applications and Reviews) Vol.30;;;Journal;Katedra;;;KAT-JRNL-0293;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1094-6977;1,2,3,4;30;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.30;;;Journal;Katedra;;;KAT-JRNL-0294;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;1-6;30;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.37;;;Journal;Katedra;;;KAT-JRNL-0295;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1-12;37;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.11 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0296;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1-6;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.11 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0297;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1-6;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.12 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0298;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1-6;;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.04;;;Journal;Katedra;;;KAT-JRNL-0299;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1-2,3,4,5,6;4;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.15;;;Journal;Katedra;;;KAT-JRNL-0300;;;;2000;IEEE Computer Society;USA;1094-7167;1,4,5,6;15;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.04;;;Journal;Katedra;;;KAT-JRNL-0301;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1-4;3;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.47;;;Journal;Katedra;;;KAT-JRNL-0302;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9391;1;47;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.28;;;Journal;Katedra;;;KAT-JRNL-0303;;;;2000;IEEE Computer Society;USA;0360-8581;1,3,4;28;;;;;;VOLNÁ;;;;;;;;;;
Engineering Mechanic - Inženýrská mechanika Vol.7;;;Journal;Katedra;;;KAT-JRNL-0304;;;;2000;Pavel Heriban - pH service;CZ;1210-2717;1-6;7;;300,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computers and Artificial Intelligence Vol.19;;;Journal;Katedra;660780;210283;KAT-JRNL-0305;BC000205969-000010;;;2000;Slovak Academic Press;Slovensko;0232-0274;1-6;19;;3576,84 Kč;;od Vol.20 přejmenováno na: Computing and Informatics;;VOLNÁ;;;;;;;;;;
Computer Vol.33;;;Journal;Katedra;;;KAT-JRNL-0306;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1,2,4,5,7,8,9,10,11,12;33;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.124;;;Journal;Katedra;;;KAT-JRNL-0307;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;124;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.123;;;Journal;Katedra;;;KAT-JRNL-0308;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;123;;4 130,50 Kč;;cena za Volume celého roku 2000 !!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.122;;;Journal;Katedra;;;KAT-JRNL-0309;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;122;;4 130,50 Kč;;cena za Volume celého roku 2000 !!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.121;;;Journal;Katedra;;;KAT-JRNL-0310;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;121;;4 130,50 Kč;;cena za Volume celého roku 2000 !!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.120;;;Journal;Katedra;;;KAT-JRNL-0311;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;120;;4 130,50 Kč;;cena za Volume celého roku 2000 !!!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.119;;;Journal;Katedra;;;KAT-JRNL-0312;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;119;;4 130,50 Kč;;cena za Volume celého roku 2000 !!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.118;;;Journal;Katedra;;;KAT-JRNL-0313;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;118;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.117;;;Journal;Katedra;;;KAT-JRNL-0314;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;117;;4 130,50 Kč;art.intelligence;cena za Volume celého roku 2000 !!!;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.116;;;Journal;Katedra;;;KAT-JRNL-0315;;;;2000;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;116;;4 130,50 Kč;;cena za Volume celého roku 2000!!!;;VOLNÁ;;;;;;;;;;
Acta Polytechnica (Journal of Advanced Engineering Design)Vol. 40;;;Journal;Katedra;;;KAT-JRNL-0316;;;;2000;Czech Technical University in Prague;CZ;1210-02709;1,2,3,4;40;;;;;;VOLNÁ;;;;;;;;;;
The Inter.Journal of Robotics Research Vol.20;;;Journal;Katedra;;;KAT-JRNL-0317;;;;2001;Sage Publications, Inc.;USA;0278-3649;1-10;20;;5 292,70 Kč;;;;VOLNÁ;;;;;;;;;;
Softwarové noviny,roč. 12;;;Journal;Katedra;660831;220861;KAT-JRNL-0318;BC000206619-000030;;;2001;Softwarové noviny,spol. s r.o.,Praha;CZ;1210-8472;1**,3**,2,4**,5**,6*,7,8,9*,10,11,12;12;;600,00 Kč;;**= speciální příloha, *= vč. 2 CD;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.34;;;Journal;Katedra;661090;220830;KAT-JRNL-0319;BC000206594-000010;;;2001;Elsevier Science Publishing Co.;Great Britatin;0031-03203;1-12;34;;67417,88 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.32;;;Journal;Katedra;660710;220875;KAT-JRNL-0320;BC000206629-000020;;;2001;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1,2,3,4,5,6;32;;450,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.37;;;Journal;Katedra;660707;220939;KAT-JRNL-0321;BC000206674-000020;;;2001;ÚTIA, Praha;CZ;0023-5956;1-6;37;;;;;;VOLNÁ;;;;;;;;;;
Knowledge-Based Systems Vol.14;;;Journal;Katedra;;;KAT-JRNL-0322;;;1. vydání;2001;Elsevier Science Publishing Co.;USA;0950-7051;1,2,3,4,5,6,7,8;14;;;;;;VOLNÁ;;;;;;;;;;
KI - Künstliche Intelligenz Vol.15;;;Journal;Katedra;;;KAT-JRNL-0323;;;;2001;ScienTec Publishing Boppard;GER;0933-1875;1,2;15;;;;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.24;;;Journal;Katedra;;;KAT-JRNL-0324;;;;2001;Academic Press;Great Britain;1084-8045;1,2,3,4;24;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.52;;;Journal;Katedra;;;KAT-JRNL-0325;;;;2001;FEI STU Bratislava;Slovensko;1335-3632;1-2,3-4,5-6,7-8,9-10,11-12;52;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Applied Systems Studies (JASS) Vol.2;;;Journal;Katedra;661243;240488;KAT-JRNL-0326;BC000206087-000010;;;2001;Cambridge Inter. Science Publishing;Great Britain;1466-7738;1,2,3;2;;13187,65 Kč;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.62;;;Journal;Katedra;;;KAT-JRNL-0327;;;1. vydání;2001;Elsevier Science Publishing Co.;USA;1386-5056;2,3;62;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.61;;;Journal;Katedra;;;KAT-JRNL-0328;;;1. vydání;2001;Elsevier Science Publishing Co.;USA;1386-5056;1,2,3,;61;;;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.25;;;Journal;Katedra;;;KAT-JRNL-0329;;;;2001;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1-4;25;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE-Systems, Man and Cybernetics: Part B (Cybernetics) Vol.31;;;Journal;Katedra;;;KAT-JRNL-0330;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;31;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part C (Applications and Reviews) Vol.31;;;Journal;Katedra;;;KAT-JRNL-0331;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1094-6977;1,2,3,4;31;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.31;;;Journal;Katedra;;;KAT-JRNL-0332;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;1-6;31;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.38;;;Journal;Katedra;;;KAT-JRNL-0333;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1-12;38;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.12 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0334;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;2-6;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.12 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0335;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1-6;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.13;;;Journal;Katedra;;;KAT-JRNL-0336;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1,2,3,4,5,6;13;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.05;;;Journal;Katedra;;;KAT-JRNL-0337;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1-6;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.16;;;Journal;Katedra;;;KAT-JRNL-0338;;;;2001;IEEE Computer Society;USA;1094-7167;1-6;16;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.05;;;Journal;Katedra;;;KAT-JRNL-0339;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1,2,4,5,6;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.48;;;Journal;Katedra;;;KAT-JRNL-0340;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9391;1-4;48;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.29;;;Journal;Katedra;;;KAT-JRNL-0341;;;;2001;IEEE Computer Society;USA;0360-8581;1-4;29;;;;;;VOLNÁ;;;;;;;;;;
Expert Systems wit Applications Vol.21;;;Journal;Katedra;;;KAT-JRNL-0342;;;1. vydání;2001;Pergamon Press;USA;0957-4174;1,2,3,4;21;;;;;;VOLNÁ;;;;;;;;;;
Expert Systems wit Applications Vol.20;;;Journal;Katedra;;;KAT-JRNL-0343;;;1. vydání;2001;Pergamon Press;USA;0957-4174;2,4;20;;;;;;VOLNÁ;;;;;;;;;;
Engineering Mechanic - Inženýrská mechanika Vol.8;;;Journal;Katedra;;;KAT-JRNL-0344;;;;2001;Pavel Heriban - pH service;CZ;1210-2717;1-6;8;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.20;;;Journal;Katedra;660593;220950;KAT-JRNL-0345;BC000206681-000010;;;2001;Slovak Academic Press;Slovakia;1335-9150;1-6;20;;;;přejmenováno z: Computers and Artificial Intelligence;;VOLNÁ;;;;;;;;;;
Computers in Biology and Medicine Vol.31;;;Journal;Katedra;;;KAT-JRNL-0346;;;1. vydání;2001;Pergamon Press;USA;0010-4825;1,2,3,4,5,6;31;;;;;;VOLNÁ;;;;;;;;;;
Computer Vol.34;;;Journal;Katedra;;;KAT-JRNL-0347;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1,2,4,5,6,8,10,11,12;34;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.133;;;Journal;Katedra;;;KAT-JRNL-0348;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;133;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.132;;;Journal;Katedra;;;KAT-JRNL-0349;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;132;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.131;;;Journal;Katedra;;;KAT-JRNL-0350;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;131;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.130;;;Journal;Katedra;;;KAT-JRNL-0351;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;130;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.129;;;Journal;Katedra;;;KAT-JRNL-0352;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;129;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.128;;;Journal;Katedra;;;KAT-JRNL-0353;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;128;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.127;;;Journal;Katedra;;;KAT-JRNL-0354;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;127;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.126;;;Journal;Katedra;;;KAT-JRNL-0355;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;126;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.125;;;Journal;Katedra;;;KAT-JRNL-0356;;;;2001;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;125;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.23;;;Journal;Katedra;;;KAT-JRNL-0357;;;;2001;Elsevier Science Publishing Co.;USA;0933-3657;1;23;;;;Theme Issue: AIM Portraits;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.21;;;Journal;Katedra;;;KAT-JRNL-0358;;;;2001;Elsevier Science Publishing Co.;USA;0933-3657;1-3;21;;;;Theme Issue: Fuzzy Theory in Medicine;;VOLNÁ;;;;;;;;;;
Softwarové noviny,roč. 13;;;Journal;Katedra;660831;230541;KAT-JRNL-0359;BC000206775-000010;;;2002;Softwarové noviny,spol. s r.o.,Praha;CZ;1210-8472;1-12;13;;600,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.35;;;Journal;Katedra;661090;230482;KAT-JRNL-0360;BC000206738-000010;;;2002;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-12;35;;69599,00 Kč;;;;VOLNÁ;;;;;;;;;;
Neural Network World,Vol.12;Novák, M. (ed.);;Journal;Katedra;;;KAT-JRNL-0361;;;;2002;IDG Company;CZ;1210-0552;3;12;;0,00 Kč;;příspěvek M.Jiřiny;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.33;;;Journal;Katedra;660710;230547;KAT-JRNL-0362;BC000206779-000010;;;2002;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;33;;516,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.38;;;Journal;Katedra;660707;230629;KAT-JRNL-0363;BC000206831-000020;;;2002;ÚTIA, Praha;CZ;0023-5954;1,2,3,4,5,6;38;;720,00 Kč;;2x č. 1,2,3,4,5,6;;VOLNÁ;;;;;;;;;;
Knowledge-Based Systems Vol.15;;;Journal;Katedra;;;KAT-JRNL-0364;;;1. vydání;2002;Elsevier Science Publishing Co.;USA;0950-7051;3,4,5,6,7,8;15;;;;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.25;;;Journal;Katedra;;;KAT-JRNL-0365;;;;2002;Academic Press;Great Britain;1084-8045;2;25;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.53;;;Journal;Katedra;;;KAT-JRNL-0366;;;;2002;FEI STU Bratislava;Slovensko;1335-3632;1-2,3-4,5-6,7-8,11-12;53;;;;Doc. Eck;;VOLNÁ;;;;;;;;;;
Journal of Applied Systems Studies (JASS) Vol.3;;;Journal;Katedra;661243;240489;KAT-JRNL-0367;BC000206046-000010;;;2002;Cambridge Inter. Science Publishing;GB;1466-7738;1,2,3;3;;12849,60 Kč;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.68;;;Journal;Katedra;;;KAT-JRNL-0368;;;;2002;Elsevier Science Publishing Co.;USA;1386-5056;;68;;;;Special Issue BIOMEDICAL 2001;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.67, pare II.;;;Journal;Katedra;;;KAT-JRNL-0369;;;;2002;Elsevier Science Publishing Co.;USA;1386-5056;1-3;67;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.67;;;Journal;Katedra;;;KAT-JRNL-0370;;;;2002;Elsevier Science Publishing Co.;USA;1386-5056;1-3;2002;;;;Special Issue: Natural Language Processing for Biomedical Applications;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.66;;;Journal;Katedra;;;KAT-JRNL-0371;;;;2002;Elsevier Science Publishing Co.;USA;1386-5056;1-3;66;;;;Special Issue The Future of Medical Informatics;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.65;;;Journal;Katedra;;;KAT-JRNL-0372;;;1. vydání;2002;Elsevier Science Publishing Co.;USA;1386-5056;1,3;65;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.64;;;Journal;Katedra;;;KAT-JRNL-0373;;;1. vydání;2002;Elsevier Science Publishing Co.;USA;1386-5056;1,2,3,;64;;;;;;VOLNÁ;;;;;;;;;;
Informatica, Volume 26;;;Journal;Katedra;;;KAT-JRNL-0374;;;1. vydání;2002;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,3,4;26;;;;;;VOLNÁ;;;;;;;;;;
IEEE-Systems, Man and Cybernetics: Part B (Cybernetics) Vol.32;;;Journal;Katedra;;;KAT-JRNL-0375;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;32;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part C (Applications and Reviews) Vol.32;;;Journal;Katedra;;;KAT-JRNL-0376;;;;2002;IEEE Computer Society;USA;1094-6977;2,3,4;32;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.32;;;Journal;Katedra;;;KAT-JRNL-0377;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;1-6;32;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.39;;;Journal;Katedra;;;KAT-JRNL-0378;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1-6,8,9,10,11;39;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.13 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0379;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);;1045-9227;1-6;;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.13 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0380;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1,2,3,4,5,6;13;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.14;;;Journal;Katedra;;;KAT-JRNL-0381;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1,2,3,4,5,6;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.06;;;Journal;Katedra;;;KAT-JRNL-0382;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1,2,3,4,5,6;6;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.17;;;Journal;Katedra;;;KAT-JRNL-0383;;;;2002;IEEE Computer Society;USA;1094-7167;1,2,3,4,5,6;17;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.06;;;Journal;Katedra;;;KAT-JRNL-0384;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1,2,3,4,5,6;6;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.49;;;Journal;Katedra;;;KAT-JRNL-0385;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9391;1,4;49;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.30;;;Journal;Katedra;;;KAT-JRNL-0386;;;;2002;IEEE Computer Society;USA;0360-8581;1-4;30;;;;;;VOLNÁ;;;;;;;;;;
Expert Systems wit Applications Vol.23;;;Journal;Katedra;;;KAT-JRNL-0387;;;1. vydání;2002;Pergamon Press;USA;0957-4174;1,2,4;23;;;;;;VOLNÁ;;;;;;;;;;
Expert Systems wit Applications Vol.22;;;Journal;Katedra;;;KAT-JRNL-0388;;;1. vydání;2002;Pergamon Press;USA;0957-4174;1,2,3,4;22;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.21;;;Journal;Katedra;660593;240493;KAT-JRNL-0389;BC000206086-000010;;;2002;Slovak Academic Press;Slovakia;1335-9150;1,2,3,4,5,6;21;;3371,67 Kč;;přejmenováno z: Computers and Artificial Intelligence;;VOLNÁ;;;;;;;;;;
Computers in Biology and Medicine Vol.32;;;Journal;Katedra;;;KAT-JRNL-0390;;;1. vydání;2002;Pergamon Press;USA;0010-4825;1,2,4,5,6;32;;;;;;VOLNÁ;;;;;;;;;;
Computer Vol.35;;;Journal;Katedra;;;KAT-JRNL-0391;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1-6,8,9,10,11,12;35;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 142;;;Journal;Katedra;;;KAT-JRNL-0392;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;142;;;;november 2002, december 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 141;;;Journal;Katedra;;;KAT-JRNL-0393;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;141;;;;october 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 140;;;Journal;Katedra;;;KAT-JRNL-0394;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;140;;;;september 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 139;;;Journal;Katedra;;;KAT-JRNL-0395;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;139;;;;august 2002, july 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 138;;;Journal;Katedra;;;KAT-JRNL-0396;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;138;;;;june 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 137;;;Journal;Katedra;;;KAT-JRNL-0397;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;137;;;;may 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 136;;;Journal;Katedra;;;KAT-JRNL-0398;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;136;;;;april 2002, march 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 135;;;Journal;Katedra;;;KAT-JRNL-0399;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;;135;;;;february 2002;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.134;;;Journal;Katedra;;;KAT-JRNL-0400;;;;2002;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;134;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.136;;;Journal;Katedra;;;KAT-JRNL-0401;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0004-3702;1;136;;;;;;VOLNÁ;;;;;;;;;;
